# Cleaned spectrum data (original units)
# Format: Wavelength(nm) Flux(Wm^-2nm^-1)
# Created with Python spectrum processing script
# Object: DR4_3_SPLUS-s27s07_0011404
# Processing_date: 2025-08-12
# Original_file: s27s07_new_apOIII.txt
# Note: Original units
# Wavelength_units: nm
# 
# Wavelength    Flux
# ---------    ----
529.5320    1.390357e-18
529.6330    1.361008e-18
529.7339    1.313146e-18
529.8349    1.362270e-18
529.9358    1.383458e-18
530.0368    1.333734e-18
530.1377    1.303828e-18
530.2387    1.363209e-18
530.3396    1.352793e-18
530.4405    1.372502e-18
530.5415    1.410887e-18
530.6424    1.434769e-18
530.7434    1.438454e-18
530.8443    1.380733e-18
530.9453    1.381447e-18
531.0462    1.401687e-18
531.1472    1.415652e-18
531.2481    1.454376e-18
531.3491    1.410221e-18
531.4500    1.400549e-18
531.5509    1.356584e-18
531.6519    1.307825e-18
531.7528    1.320721e-18
531.8538    1.364759e-18
531.9547    1.348184e-18
532.0557    1.341681e-18
532.1566    1.358792e-18
532.2576    1.348442e-18
532.3585    1.361686e-18
532.4595    1.350939e-18
532.5604    1.367197e-18
532.6613    1.360413e-18
532.7623    1.369340e-18
532.8632    1.371601e-18
532.9642    1.317494e-18
533.0651    1.324057e-18
533.1661    1.328737e-18
533.2670    1.396134e-18
533.3680    1.391256e-18
533.4689    1.384228e-18
533.5699    1.393556e-18
533.6708    1.320117e-18
533.7718    1.369238e-18
533.8727    1.400146e-18
533.9736    1.405746e-18
534.0746    1.318951e-18
534.1755    1.371482e-18
534.2765    1.375298e-18
534.3774    1.366510e-18
534.4784    1.352918e-18
534.5793    1.336714e-18
534.6803    1.421004e-18
534.7812    1.381907e-18
534.8822    1.394117e-18
534.9831    1.411177e-18
535.0840    1.358556e-18
535.1850    1.328243e-18
535.2859    1.392971e-18
535.3869    1.427347e-18
535.4878    1.351607e-18
535.5888    1.404436e-18
535.6897    1.400630e-18
535.7907    1.358233e-18
535.8916    1.310329e-18
535.9926    1.319250e-18
536.0935    1.304425e-18
536.1944    1.381028e-18
536.2954    1.407816e-18
536.3963    1.355993e-18
536.4973    1.396868e-18
536.5982    1.351078e-18
536.6992    1.371303e-18
536.8001    1.384671e-18
536.9011    1.420472e-18
537.0020    1.419297e-18
537.1030    1.347570e-18
537.2039    1.378959e-18
537.3048    1.381788e-18
537.4058    1.353931e-18
537.5067    1.373944e-18
537.6077    1.332317e-18
537.7086    1.379733e-18
537.8096    1.361766e-18
537.9105    1.376326e-18
538.0115    1.336575e-18
538.1124    1.387970e-18
538.2134    1.368091e-18
538.3143    1.347467e-18
538.4152    1.318114e-18
538.5162    1.304136e-18
538.6171    1.363134e-18
538.7181    1.348057e-18
538.8190    1.391586e-18
538.9200    1.374496e-18
539.0209    1.341847e-18
539.1219    1.195865e-18
539.2228    1.315896e-18
539.3238    1.295370e-18
539.4247    1.293415e-18
539.5256    1.278445e-18
539.6266    1.275138e-18
539.7275    1.304257e-18
539.8285    1.300450e-18
539.9294    1.331527e-18
540.0304    1.350826e-18
540.1313    1.281409e-18
540.2323    1.391668e-18
540.3332    1.321304e-18
540.4342    1.316403e-18
540.5351    1.379095e-18
540.6360    1.353554e-18
540.7370    1.375587e-18
540.8379    1.345278e-18
540.9389    1.334486e-18
541.0398    1.308519e-18
541.1408    1.329694e-18
541.2417    1.329980e-18
541.3427    1.349997e-18
541.4436    1.302464e-18
541.5446    1.276147e-18
541.6455    1.286044e-18
541.7464    1.368054e-18
541.8474    1.361376e-18
541.9483    1.311847e-18
542.0493    1.339956e-18
542.1502    1.318224e-18
542.2512    1.340206e-18
542.3521    1.372754e-18
542.4531    1.337722e-18
542.5540    1.324124e-18
542.6550    1.343110e-18
542.7559    1.355553e-18
542.8568    1.327692e-18
542.9578    1.387609e-18
543.0587    1.342112e-18
543.1597    1.394723e-18
543.2606    1.386597e-18
543.3616    1.298830e-18
543.4625    1.302377e-18
543.5635    1.301616e-18
543.6644    1.300855e-18
543.7654    1.300095e-18
543.8663    1.299334e-18
543.9672    1.298573e-18
544.0682    1.320429e-18
544.1691    1.310646e-18
544.2701    1.267648e-18
544.3710    1.456049e-18
544.4720    1.644450e-18
544.5729    1.164799e-18
544.6739    1.355541e-18
544.7748    1.305956e-18
544.8758    1.354241e-18
544.9767    1.345958e-18
545.0776    1.361176e-18
545.1786    1.352531e-18
545.2795    1.356373e-18
545.3805    1.349599e-18
545.4814    1.329262e-18
545.5824    1.333359e-18
545.6833    1.307473e-18
545.7843    1.307091e-18
545.8852    1.331395e-18
545.9862    1.340899e-18
546.0871    1.334302e-18
546.1880    1.316164e-18
546.2890    1.327156e-18
546.3899    1.310366e-18
546.4909    1.281314e-18
546.5918    1.329089e-18
546.6928    1.305683e-18
546.7937    1.263754e-18
546.8947    1.326609e-18
546.9956    1.298712e-18
547.0966    1.284440e-18
547.1975    1.321602e-18
547.2984    1.359075e-18
547.3994    1.327463e-18
547.5003    1.336043e-18
547.6013    1.310210e-18
547.7022    1.322922e-18
547.8032    1.325407e-18
547.9041    1.307669e-18
548.0051    1.304560e-18
548.1060    1.044002e-18
548.2070    1.099982e-18
548.3079    1.155961e-18
548.4088    1.211941e-18
548.5098    1.267921e-18
548.6107    1.323901e-18
548.7117    1.379880e-18
548.8126    1.342465e-18
548.9136    1.384818e-18
549.0145    1.341441e-18
549.1155    1.345568e-18
549.2164    1.391414e-18
549.3174    1.350503e-18
549.4183    1.307243e-18
549.5192    1.333609e-18
549.6202    1.287330e-18
549.7211    1.290655e-18
549.8221    1.308878e-18
549.9230    1.309241e-18
550.0240    1.294994e-18
550.1249    1.290011e-18
550.2259    1.287535e-18
550.3268    1.310181e-18
550.4278    1.301549e-18
550.5287    1.311056e-18
550.6296    1.245969e-18
550.7306    1.266542e-18
550.8315    1.269027e-18
550.9325    1.294283e-18
551.0334    1.317330e-18
551.1344    1.306742e-18
551.2353    1.286039e-18
551.3363    1.299304e-18
551.4372    1.305220e-18
551.5382    1.332801e-18
551.6391    1.319249e-18
551.7400    1.279583e-18
551.8410    1.268937e-18
551.9419    1.316944e-18
552.0429    1.271335e-18
552.1438    1.278641e-18
552.2448    1.296827e-18
552.3457    1.284966e-18
552.4467    1.238897e-18
552.5476    1.330347e-18
552.6486    1.327048e-18
552.7495    1.306264e-18
552.8504    1.360068e-18
552.9514    1.359518e-18
553.0523    1.347896e-18
553.1533    1.299916e-18
553.2542    1.323111e-18
553.3552    1.280808e-18
553.4561    1.339087e-18
553.5571    1.352675e-18
553.6580    1.241308e-18
553.7590    1.356932e-18
553.8599    1.297537e-18
553.9608    1.318834e-18
554.0618    1.298259e-18
554.1627    1.283223e-18
554.2637    1.269046e-18
554.3646    1.216228e-18
554.4656    1.271254e-18
554.5665    1.256730e-18
554.6675    1.212681e-18
554.7684    1.286918e-18
554.8694    1.277489e-18
554.9703    1.283962e-18
555.0712    1.251638e-18
555.1722    1.261460e-18
555.2731    1.264519e-18
555.3741    1.318418e-18
555.4750    1.275909e-18
555.5760    1.243145e-18
555.6769    1.257671e-18
555.7779    1.265598e-18
555.8788    1.271536e-18
555.9798    1.323129e-18
556.0807    1.310067e-18
556.1816    1.317324e-18
556.2826    1.309176e-18
556.3835    1.266031e-18
556.4845    1.269157e-18
556.5854    1.312658e-18
556.6864    1.287192e-18
556.7873    1.247461e-18
556.8883    1.292389e-18
556.9892    1.327816e-18
557.0902    1.276973e-18
557.1911    1.338911e-18
557.2920    1.254252e-18
557.3930    1.323140e-18
557.4939    1.277738e-18
557.5949    1.295101e-18
557.6958    1.322040e-18
557.7968    1.292647e-18
557.8977    1.303074e-18
557.9987    1.258123e-18
558.0996    1.221756e-18
558.2006    1.216648e-18
558.3015    1.298128e-18
558.4024    1.292455e-18
558.5034    1.263895e-18
558.6043    1.245619e-18
558.7053    1.228351e-18
558.8062    1.267544e-18
558.9072    1.280584e-18
559.0081    1.260097e-18
559.1091    1.233753e-18
559.2100    1.290888e-18
559.3110    1.270138e-18
559.4119    1.239578e-18
559.5128    1.288813e-18
559.6138    1.285055e-18
559.7147    1.275932e-18
559.8157    1.243243e-18
559.9166    1.207256e-18
560.0176    1.226994e-18
560.1185    1.234654e-18
560.2195    1.268822e-18
560.3204    1.253245e-18
560.4214    1.236150e-18
560.5223    1.239057e-18
560.6232    1.260739e-18
560.7242    1.237501e-18
560.8251    1.240619e-18
560.9261    1.245469e-18
561.0270    1.272444e-18
561.1280    1.261368e-18
561.2289    1.221238e-18
561.3299    1.249638e-18
561.4308    1.317706e-18
561.5318    1.309912e-18
561.6327    1.253033e-18
561.7336    1.220092e-18
561.8346    1.244980e-18
561.9355    1.305155e-18
562.0365    1.272698e-18
562.1374    1.218909e-18
562.2384    1.248875e-18
562.3393    1.332906e-18
562.4403    1.276706e-18
562.5412    1.203551e-18
562.6422    1.259454e-18
562.7431    1.261239e-18
562.8440    1.269186e-18
562.9450    1.304332e-18
563.0459    1.280430e-18
563.1469    1.199996e-18
563.2478    1.240565e-18
563.3488    1.235657e-18
563.4497    1.282557e-18
563.5507    1.270123e-18
563.6516    1.249634e-18
563.7526    1.251948e-18
563.8535    1.242569e-18
563.9544    1.261359e-18
564.0554    1.241860e-18
564.1563    1.251563e-18
564.2573    1.262743e-18
564.3582    1.233553e-18
564.4592    1.241065e-18
564.5601    1.250750e-18
564.6611    1.266488e-18
564.7620    1.258717e-18
564.8630    1.256318e-18
564.9639    1.237936e-18
565.0648    1.242517e-18
565.1658    1.277439e-18
565.2667    1.234003e-18
565.3677    1.226249e-18
565.4686    1.227981e-18
565.5696    1.181042e-18
565.6705    1.213343e-18
565.7715    1.250637e-18
565.8724    1.208745e-18
565.9734    1.179630e-18
566.0743    1.244865e-18
566.1752    1.248883e-18
566.2762    1.211212e-18
566.3771    1.197055e-18
566.4781    1.212260e-18
566.5790    1.253806e-18
566.6800    1.218681e-18
566.7809    1.282722e-18
566.8819    1.233547e-18
566.9828    1.211384e-18
567.0838    1.206192e-18
567.1847    1.221885e-18
567.2856    1.254470e-18
567.3866    1.208773e-18
567.4875    1.217270e-18
567.5885    1.216454e-18
567.6894    1.221674e-18
567.7904    1.215529e-18
567.8913    1.222310e-18
567.9923    1.227987e-18
568.0932    1.226118e-18
568.1942    1.265240e-18
568.2951    1.229287e-18
568.3960    1.250142e-18
568.4970    1.243566e-18
568.5979    1.247515e-18
568.6989    1.253780e-18
568.7998    1.226642e-18
568.9008    1.215001e-18
569.0017    1.223197e-18
569.1027    1.189960e-18
569.2036    1.158345e-18
569.3046    1.223703e-18
569.4055    1.219412e-18
569.5064    1.217637e-18
569.6074    1.214275e-18
569.7083    1.211308e-18
569.8093    1.205582e-18
569.9102    1.181595e-18
570.0112    1.188910e-18
570.1121    1.194287e-18
570.2131    1.215879e-18
570.3140    1.199578e-18
570.4150    1.222738e-18
570.5159    1.216080e-18
570.6169    1.243085e-18
570.7178    1.206188e-18
570.8187    1.222905e-18
570.9197    1.214363e-18
571.0206    1.196734e-18
571.1216    1.183416e-18
571.2225    1.225097e-18
571.3235    1.220693e-18
571.4244    1.222984e-18
571.5254    1.195943e-18
571.6263    1.216155e-18
571.7273    1.192328e-18
571.8282    1.228024e-18
571.9291    1.191293e-18
572.0301    1.254473e-18
572.1310    1.238733e-18
572.2320    1.215457e-18
572.3329    1.219469e-18
572.4339    1.212206e-18
572.5348    1.233135e-18
572.6358    1.188471e-18
572.7367    1.213727e-18
572.8377    1.213684e-18
572.9386    1.198970e-18
573.0395    1.222835e-18
573.1405    1.194855e-18
573.2414    1.180188e-18
573.3424    1.200177e-18
573.4433    1.193943e-18
573.5443    1.172133e-18
573.6452    1.140794e-18
573.7462    1.132800e-18
573.8471    1.167627e-18
573.9481    1.182417e-18
574.0490    1.190420e-18
574.1499    1.171197e-18
574.2509    1.158879e-18
574.3518    1.172844e-18
574.4528    1.211796e-18
574.5537    1.205908e-18
574.6547    1.211352e-18
574.7556    1.210330e-18
574.8566    1.222383e-18
574.9575    1.216187e-18
575.0585    1.201254e-18
575.1594    1.185286e-18
575.2603    1.191455e-18
575.3613    1.208807e-18
575.4622    1.205677e-18
575.5632    1.221632e-18
575.6641    1.169542e-18
575.7651    1.185690e-18
575.8660    1.206967e-18
575.9670    1.195906e-18
576.0679    1.164662e-18
576.1689    1.197111e-18
576.2698    1.146148e-18
576.3707    1.203298e-18
576.4717    1.174919e-18
576.5726    1.141600e-18
576.6736    1.138270e-18
576.7745    1.177584e-18
576.8755    1.159230e-18
576.9764    1.172979e-18
577.0774    1.180545e-18
577.1783    1.204548e-18
577.2793    1.149838e-18
577.3802    1.180285e-18
577.4811    1.160071e-18
577.5821    1.153032e-18
577.6830    1.202333e-18
577.7840    1.185447e-18
577.8849    1.148418e-18
577.9859    1.150317e-18
578.0868    1.142838e-18
578.1878    1.152298e-18
578.2887    1.206244e-18
578.3897    1.195330e-18
578.4906    1.145219e-18
578.5915    1.163444e-18
578.6925    1.150023e-18
578.7934    1.161198e-18
578.8944    1.162185e-18
578.9953    1.167006e-18
579.0963    1.161997e-18
579.1972    1.170903e-18
579.2982    1.142926e-18
579.3991    1.127568e-18
579.5001    1.136358e-18
579.6010    1.158667e-18
579.7019    1.165912e-18
579.8029    1.194642e-18
579.9038    1.211494e-18
580.0048    1.174684e-18
580.1057    1.169039e-18
580.2067    1.214189e-18
580.3076    1.150978e-18
580.4086    1.158216e-18
580.5095    1.172851e-18
580.6105    1.168358e-18
580.7114    1.185156e-18
580.8123    1.128893e-18
580.9133    1.122322e-18
581.0142    1.121675e-18
581.1152    1.179780e-18
581.2161    1.213911e-18
581.3171    1.220723e-18
581.4180    1.227729e-18
581.5190    1.211406e-18
581.6199    1.182881e-18
581.7209    1.186549e-18
581.8218    1.176654e-18
581.9227    1.189143e-18
582.0237    1.174904e-18
582.1246    1.180027e-18
582.2256    1.189086e-18
582.3265    1.159941e-18
582.4275    1.174632e-18
582.5284    1.165050e-18
582.6294    1.139490e-18
582.7303    1.140544e-18
582.8313    1.195107e-18
582.9322    1.171695e-18
583.0331    1.152285e-18
583.1341    1.207683e-18
583.2350    1.193659e-18
583.3360    1.123902e-18
583.4369    1.163654e-18
583.5379    1.189216e-18
583.6388    1.130477e-18
583.7398    1.150819e-18
583.8407    1.145830e-18
583.9417    1.152039e-18
584.0426    1.164792e-18
584.1435    1.203817e-18
584.2445    1.199171e-18
584.3454    1.195557e-18
584.4464    1.205158e-18
584.5473    1.170899e-18
584.6483    1.149597e-18
584.7492    1.141078e-18
584.8502    1.206009e-18
584.9511    1.188584e-18
585.0521    1.151788e-18
585.1530    1.172011e-18
585.2539    1.118577e-18
585.3549    1.131162e-18
585.4558    1.153778e-18
585.5568    1.160953e-18
585.6577    1.148663e-18
585.7587    1.176512e-18
585.8596    1.172361e-18
585.9606    1.184554e-18
586.0615    1.186376e-18
586.1625    1.161860e-18
586.2634    1.079700e-18
586.3643    1.133336e-18
586.4653    1.137985e-18
586.5662    1.136660e-18
586.6672    1.160038e-18
586.7681    1.164484e-18
586.8691    1.112985e-18
586.9700    1.140194e-18
587.0710    1.138258e-18
587.1719    1.146226e-18
587.2729    1.151194e-18
587.3738    1.129456e-18
587.4747    1.175433e-18
587.5757    1.139146e-18
587.6766    1.110926e-18
587.7776    1.153414e-18
587.8785    1.171046e-18
587.9795    1.139273e-18
588.0804    1.163090e-18
588.1814    1.157564e-18
588.2823    1.168522e-18
588.3833    1.200804e-18
588.4842    1.204308e-18
588.5851    1.157217e-18
588.6861    1.129623e-18
588.7870    1.135665e-18
588.8880    1.131988e-18
588.9889    1.146334e-18
589.0899    1.152162e-18
589.1908    1.164534e-18
589.2918    1.161582e-18
589.3927    1.168889e-18
589.4937    1.125053e-18
589.5946    1.089466e-18
589.6955    1.110748e-18
589.7965    1.149473e-18
589.8974    1.146457e-18
589.9984    1.148380e-18
590.0993    1.115766e-18
590.2003    1.123250e-18
590.3012    1.143523e-18
590.4022    1.112533e-18
590.5031    1.177094e-18
590.6041    1.154605e-18
590.7050    1.143337e-18
590.8059    1.157326e-18
590.9069    1.122649e-18
591.0078    1.121928e-18
591.1088    1.191343e-18
591.2097    1.134806e-18
591.3107    1.122576e-18
591.4116    1.118097e-18
591.5126    1.183908e-18
591.6135    1.136616e-18
591.7145    1.089405e-18
591.8154    1.161905e-18
591.9163    1.150401e-18
592.0173    1.121789e-18
592.1182    1.120715e-18
592.2192    1.105957e-18
592.3201    1.128127e-18
592.4211    1.185251e-18
592.5220    1.180299e-18
592.6230    1.121787e-18
592.7239    1.129209e-18
592.8249    1.111087e-18
592.9258    1.101200e-18
593.0267    1.097002e-18
593.1277    1.113041e-18
593.2286    1.081278e-18
593.3296    1.081476e-18
593.4305    1.138554e-18
593.5315    1.127577e-18
593.6324    1.123947e-18
593.7334    1.066820e-18
593.8343    1.104503e-18
593.9353    1.077858e-18
594.0362    1.066061e-18
594.1371    1.110380e-18
594.2381    1.093830e-18
594.3390    1.086453e-18
594.4400    1.058547e-18
594.5409    1.091250e-18
594.6419    1.124793e-18
594.7428    1.099496e-18
594.8438    1.108962e-18
594.9447    1.108604e-18
595.0457    1.173326e-18
595.1466    1.244029e-18
595.2475    1.304816e-18
595.3485    1.383213e-18
595.4494    1.415473e-18
595.5504    1.492638e-18
595.6513    1.521157e-18
595.7523    1.456944e-18
595.8532    1.409175e-18
595.9542    1.342767e-18
596.0551    1.244571e-18
596.1561    1.161955e-18
596.2570    1.140938e-18
596.3579    1.123196e-18
596.4589    1.117013e-18
596.5598    1.091564e-18
596.6608    1.076932e-18
596.7617    1.063070e-18
596.8627    1.076227e-18
596.9636    1.057453e-18
597.0646    1.081570e-18
597.1655    1.049200e-18
597.2665    1.028194e-18
597.3674    1.043014e-18
597.4683    1.025107e-18
597.5693    1.003636e-18
597.6702    1.061931e-18
597.7712    1.058424e-18
597.8721    1.057167e-18
597.9731    1.080432e-18
598.0740    1.101614e-18
598.1750    1.078922e-18
598.2759    1.074777e-18
598.3769    1.052656e-18
598.4778    1.064968e-18
598.5787    1.092250e-18
598.6797    1.112559e-18
598.7806    1.091270e-18
598.8816    1.073962e-18
598.9825    1.049567e-18
599.0835    1.058401e-18
599.1844    1.070218e-18
599.2854    1.046830e-18
599.3863    1.051452e-18
599.4873    1.083026e-18
599.5882    1.083745e-18
599.6891    1.076132e-18
599.7901    1.049778e-18
599.8910    1.082263e-18
599.9920    1.077265e-18
600.0929    1.051850e-18
600.1939    1.072750e-18
600.2948    1.095526e-18
600.3958    1.076693e-18
600.4967    1.084305e-18
600.5977    1.061481e-18
600.6986    1.068720e-18
600.7995    1.079327e-18
600.9005    1.066834e-18
601.0014    1.064068e-18
601.1024    1.075069e-18
601.2033    1.064883e-18
601.3043    1.056559e-18
601.4052    1.073363e-18
601.5062    1.064678e-18
601.6071    1.075922e-18
601.7081    1.068757e-18
601.8090    1.101281e-18
601.9099    1.089660e-18
602.0109    1.068070e-18
602.1118    1.032257e-18
602.2128    1.087587e-18
602.3137    1.090351e-18
602.4147    1.088741e-18
602.5156    1.079373e-18
602.6166    1.086319e-18
602.7175    1.072854e-18
602.8185    1.075539e-18
602.9194    1.066364e-18
603.0203    1.086174e-18
603.1213    1.085475e-18
603.2222    1.097889e-18
603.3232    1.084949e-18
603.4241    1.080661e-18
603.5251    1.121939e-18
603.6260    1.090828e-18
603.7270    1.034529e-18
603.8279    1.019525e-18
603.9289    1.045879e-18
604.0298    1.081971e-18
604.1307    1.095750e-18
604.2317    1.076406e-18
604.3326    1.079839e-18
604.4336    1.096611e-18
604.5345    1.089240e-18
604.6355    1.104737e-18
604.7364    1.068268e-18
604.8374    1.083827e-18
604.9383    1.058903e-18
605.0393    1.119478e-18
605.1402    1.154654e-18
605.2411    1.072118e-18
605.3421    1.075590e-18
605.4430    1.088887e-18
605.5440    1.082693e-18
605.6449    1.043875e-18
605.7459    1.095542e-18
605.8468    1.042858e-18
605.9478    1.058117e-18
606.0487    1.036762e-18
606.1497    1.043388e-18
606.2506    1.060299e-18
606.3515    1.036607e-18
606.4525    1.076719e-18
606.5534    1.063257e-18
606.6544    1.086556e-18
606.7553    1.063991e-18
606.8563    1.060755e-18
606.9572    1.017610e-18
607.0582    1.016485e-18
607.1591    1.055336e-18
607.2601    1.021296e-18
607.3610    1.011425e-18
607.4619    1.077714e-18
607.5629    1.046157e-18
607.6638    1.038113e-18
607.7648    1.018072e-18
607.8657    1.024956e-18
607.9667    1.070534e-18
608.0676    1.044552e-18
608.1686    1.021400e-18
608.2695    1.053463e-18
608.3705    1.078192e-18
608.4714    1.047021e-18
608.5724    1.074923e-18
608.6733    1.034177e-18
608.7742    1.067102e-18
608.8752    9.934054e-19
608.9761    9.827673e-19
609.0771    1.045653e-18
609.1780    1.021455e-18
609.2790    9.932955e-19
609.3799    9.971379e-19
609.4809    1.030027e-18
609.5818    1.112836e-18
609.6828    1.051524e-18
609.7837    9.857400e-19
609.8846    1.060394e-18
609.9856    9.643767e-19
610.0865    1.021037e-18
610.1875    1.039255e-18
610.2884    9.277870e-19
610.3894    9.868773e-19
610.4903    1.026660e-18
610.5913    1.062368e-18
610.6922    1.026721e-18
610.7932    1.032345e-18
610.8941    9.639027e-19
610.9950    1.045152e-18
611.0960    1.046519e-18
611.1969    1.049608e-18
611.2979    1.074527e-18
611.3988    1.080282e-18
611.4998    1.028128e-18
611.6007    9.941183e-19
611.7017    1.019922e-18
611.8026    1.029609e-18
611.9036    1.037115e-18
612.0045    nan
612.1054    nan
612.2064    nan
612.3073    nan
612.4083    nan
612.5092    nan
612.6102    nan
612.7111    nan
612.8121    nan
612.9130    nan
613.0140    nan
613.1149    nan
613.2158    nan
613.3168    nan
613.4177    nan
613.5187    nan
613.6196    nan
613.7206    nan
613.8215    nan
613.9225    nan
614.0234    nan
614.1244    nan
614.2253    nan
614.3262    nan
614.4272    nan
614.5281    nan
614.6291    nan
614.7300    nan
614.8310    nan
614.9319    nan
615.0329    nan
615.1338    nan
615.2348    nan
615.3357    nan
615.4366    nan
615.5376    nan
615.6385    nan
615.7395    nan
615.8404    nan
615.9414    nan
616.0423    nan
616.1433    nan
616.2442    nan
616.3452    nan
616.4461    nan
616.5470    nan
616.6480    nan
616.7489    nan
616.8499    nan
616.9508    nan
617.0518    nan
617.1527    nan
617.2537    nan
617.3546    nan
617.4556    nan
617.5565    nan
617.6574    nan
617.7584    nan
617.8593    nan
617.9603    nan
618.0612    nan
618.1622    nan
618.2631    nan
618.3641    nan
618.4650    nan
618.5660    nan
618.6669    nan
618.7678    nan
618.8688    nan
618.9697    nan
619.0707    nan
619.1716    nan
619.2726    nan
619.3735    nan
619.4745    nan
619.5754    nan
619.6764    nan
619.7773    nan
619.8782    nan
619.9792    nan
620.0801    nan
620.1811    nan
620.2820    nan
620.3830    nan
620.4839    nan
620.5849    nan
620.6858    nan
620.7868    nan
620.8877    nan
620.9886    nan
621.0896    nan
621.1905    nan
621.2915    nan
621.3924    nan
621.4934    nan
621.5943    nan
621.6953    nan
621.7962    nan
621.8972    nan
621.9981    nan
622.0990    nan
622.2000    nan
622.3009    nan
622.4019    nan
622.5028    nan
622.6038    nan
622.7047    nan
622.8057    nan
622.9066    nan
623.0076    nan
623.1085    nan
623.2094    nan
623.3104    nan
623.4113    nan
623.5123    nan
623.6132    nan
623.7142    nan
623.8151    nan
623.9161    nan
624.0170    nan
624.1180    nan
624.2189    nan
624.3198    nan
624.4208    nan
624.5217    nan
624.6227    nan
624.7236    nan
624.8246    nan
624.9255    nan
625.0265    nan
625.1274    nan
625.2284    nan
625.3293    nan
625.4302    nan
625.5312    nan
625.6321    nan
625.7331    nan
625.8340    nan
625.9350    nan
626.0359    nan
626.1369    nan
626.2378    nan
626.3388    nan
626.4397    nan
626.5406    nan
626.6416    nan
626.7425    nan
626.8435    nan
626.9444    nan
627.0454    nan
627.1463    nan
627.2473    nan
627.3482    nan
627.4492    nan
627.5501    nan
627.6510    nan
627.7520    nan
627.8529    nan
627.9539    nan
628.0548    nan
628.1558    nan
628.2567    nan
628.3577    nan
628.4586    nan
628.5596    nan
628.6605    nan
628.7614    nan
628.8624    nan
628.9633    nan
629.0643    nan
629.1652    nan
629.2662    nan
629.3671    nan
629.4681    nan
629.5690    nan
629.6700    nan
629.7709    nan
629.8718    nan
629.9728    nan
630.0737    nan
630.1747    nan
630.2756    nan
630.3766    nan
630.4775    nan
630.5785    nan
630.6794    nan
630.7804    nan
630.8813    nan
630.9822    nan
631.0832    nan
631.1841    nan
631.2851    nan
631.3860    nan
631.4870    nan
631.5879    nan
631.6889    nan
631.7898    nan
631.8908    nan
631.9917    nan
632.0926    nan
632.1936    nan
632.2945    nan
632.3955    nan
632.4964    nan
632.5974    nan
632.6983    nan
632.7993    nan
632.9002    nan
633.0012    nan
633.1021    nan
633.2030    nan
633.3040    nan
633.4049    nan
633.5059    nan
633.6068    nan
633.7078    nan
633.8087    nan
633.9097    nan
634.0106    nan
634.1116    nan
634.2125    nan
634.3134    nan
634.4144    nan
634.5153    nan
634.6163    nan
634.7172    nan
634.8182    nan
634.9191    nan
635.0201    nan
635.1210    nan
635.2220    nan
635.3229    nan
635.4238    nan
635.5248    nan
635.6257    nan
635.7267    nan
635.8276    nan
635.9286    nan
636.0295    nan
636.1305    nan
636.2314    nan
636.3324    nan
636.4333    nan
636.5342    nan
636.6352    nan
636.7361    nan
636.8371    nan
636.9380    nan
637.0390    nan
637.1399    nan
637.2409    nan
637.3418    nan
637.4428    nan
637.5437    nan
637.6446    nan
637.7456    nan
637.8465    nan
637.9475    nan
638.0484    1.052951e-18
638.1494    1.066519e-18
638.2503    1.079581e-18
638.3513    1.100403e-18
638.4522    1.092285e-18
638.5532    1.162854e-18
638.6541    1.224700e-18
638.7550    1.215134e-18
638.8560    1.184261e-18
638.9569    1.121796e-18
639.0579    1.097774e-18
639.1588    1.066369e-18
639.2598    1.029568e-18
639.3607    1.077059e-18
639.4617    1.064778e-18
639.5626    9.985164e-19
639.6636    9.937793e-19
639.7645    1.029613e-18
639.8654    1.045948e-18
639.9664    1.070963e-18
640.0673    1.094518e-18
640.1683    1.030874e-18
640.2692    1.038541e-18
640.3702    9.801059e-19
640.4711    9.541382e-19
640.5721    1.027460e-18
640.6730    9.817177e-19
640.7740    1.000722e-18
640.8749    9.884985e-19
640.9758    1.021282e-18
641.0768    9.719004e-19
641.1777    9.400769e-19
641.2787    9.989049e-19
641.3796    9.595276e-19
641.4806    9.356445e-19
641.5815    9.797988e-19
641.6825    1.017915e-18
641.7834    9.712662e-19
641.8844    9.752097e-19
641.9853    1.007541e-18
642.0862    9.504282e-19
642.1872    9.764049e-19
642.2881    1.010734e-18
642.3891    9.799586e-19
642.4900    9.836428e-19
642.5910    9.530332e-19
642.6919    9.544455e-19
642.7929    9.602614e-19
642.8938    9.543275e-19
642.9948    9.567397e-19
643.0957    9.820868e-19
643.1966    1.001563e-18
643.2976    9.626795e-19
643.3985    9.832366e-19
643.4995    9.864075e-19
643.6004    9.421587e-19
643.7014    9.429379e-19
643.8023    9.750992e-19
643.9033    9.735353e-19
644.0042    9.957220e-19
644.1052    9.515789e-19
644.2061    9.707303e-19
644.3070    9.549148e-19
644.4080    9.489903e-19
644.5089    9.636592e-19
644.6099    9.783857e-19
644.7108    1.014359e-18
644.8118    1.001354e-18
644.9127    9.992918e-19
645.0137    9.897612e-19
645.1146    9.965179e-19
645.2156    1.047034e-18
645.3165    1.030703e-18
645.4175    1.038843e-18
645.5184    1.030005e-18
645.6193    9.798386e-19
645.7203    9.994534e-19
645.8212    9.817897e-19
645.9222    9.835303e-19
646.0231    9.874291e-19
646.1241    9.344930e-19
646.2250    9.407946e-19
646.3260    9.486251e-19
646.4269    9.512632e-19
646.5279    9.351208e-19
646.6288    9.739231e-19
646.7297    9.619687e-19
646.8307    9.201545e-19
